"","DATE","AMA","AMF","AMK","AMN","ANM","ANT","ASP","ASS","ASV","BHN","CSN","CYO","DAV","EFC","ERS","EWR","FPL","FPR","FRD","FTC","FTM","FTO","FTP","KGC","KGF","KGP","KLO","KRB","KRI","KRK","KWT","LNV","MBS","MDP","MKM","MKW","MRC","MSS","NCD","NPH","OWL","PLK","PSH","RRH","SBB","SCC","SCU","SDT","SFR","SIS","SJF","SJM","SNS","SQS","SRS","SSP","STB","SVC","SWH","THT","TLG","TLM","TLN","TNL","TRF","WFC","WWR","YBG","YBM","YBS","YCB","YRS","AMA_INC","AMF_INC","AMK_INC","AMN_INC","ANM_INC","ANT_INC","ASP_INC","ASS_INC","ASV_INC","BHN_INC","CSN_INC","CYO_INC","DAV_INC","EFC_INC","ERS_INC","EWR_INC","FPL_INC","FPR_INC","FRD_INC","FTC_INC","FTM_INC","FTO_INC","FTP_INC","KGC_INC","KGF_INC","KGP_INC","KLO_INC","KRB_INC","KRI_INC","KRK_INC","KWT_INC","LNV_INC","MBS_INC","MDP_INC","MKM_INC","MKW_INC","MRC_INC","MSS_INC","NCD_INC","NPH_INC","OWL_INC","PLK_INC","PSH_INC","RRH_INC","SBB_INC","SCC_INC","SCU_INC","SDT_INC","SFR_INC","SIS_INC","SJF_INC","SJM_INC","SNS_INC","SQS_INC","SRS_INC","SSP_INC","STB_INC","SVC_INC","SWH_INC","THT_INC","TLG_INC","TLM_INC","TLN_INC","TNL_INC","TRF_INC","WFC_INC","WWR_INC","YBG_INC","YBM_INC","YBS_INC","YCB_INC","YRS_INC"
"864",1972-09-01,23985,7300,1432,2955,322.5,10440,29,5,5035,1668,998.5,2100,430,2060,13395,5020,52230,22850,20180,10,NA,55865,2470,1415,32943.5,28760,57900,11430,11235,10840,1943.5,13279,4719,9170,2942,1430,73500,39765,365,31,13147,3490,160800,6910,378500,1177.255,3000,12320,5881,229300,26070,41350,1024.5,1300,12180,18,15070,894.5,6,3277,10977,2780.5,4670,10,17320,1510,3020,9790,20,4894,1530,87750,21030,-19640,1432,2955,322.5,10440,29,5,5035,1668,998.5,2100,430,2060,13395,5020,18940,22850,20180,-20600,NA,NA,2470,1415,4183.5,27345,45720,-10645,11235,10840,1943.5,13279,4719,9170,1512,1430,64330,39765,365,31,-132,3490,157310,6910,97115,1177.255,3000,12320,5881,67200,-16948,35469,-14045.5,1300,12180,18,15070,-7140.5,-12,3277,3526.5,2780.5,4670,10,17320,1510,3020,9790,20,4894,1530,71516
"865",1972-10-01,32680,24500,2350,4985,394.5,10607.5,31,1040,2510,2098,1830,1515,35860,2745,36490,3610,81220,22435,20270,1670,NA,74530,9040,450.5,11932,17120,66890,10860,10568,9350,1709.5,7954,3706,4270,6914,1760,14635,44320,9545,439,11811,2750,197530,11570,404550,1288.315,1410,21410,1745.5,285800,12825,16860,7830,3410,12540,127,18150,2353.5,12,3052,11383,2371.5,4450,19650,15320,1920,3180,14320,50860,3298,1940,107900,27695,-13165,2350,4985,394.5,10607.5,31,1040,2510,2098,1830,1515,35860,2745,36490,3610,48177.5,22435,20270,-54460,NA,NA,9040,450.5,-5188,16669.5,54350,-9058,10568,9350,1709.5,7954,3706,4270,5154,1760,10365,44320,9545,439,3857,2750,194780,11570,53020,1288.315,1410,21410,1745.5,84860,-6133,15114.5,-10320,3410,12540,127,18150,-1566.5,-115,3052,4561.5,2371.5,4450,19650,15320,1920,3180,14320,50860,3298,1940,37482
"866",1972-11-01,42585,93200,2706.5,20450,1545,10895.5,159.5,19790,3120,2001,7085,2775,35425,2595,320890,2625,112170,26965,20535,4290,NA,117280,20960,1731,15551,28640,110750,13580,14458,11260,7134.5,6868,3187,6180,13482,2660,12670,58845,14159,3830,10701,3170,202890,67045,695350,2824.3025,7170,63380,2194.5,438500,18485,23930,17440,7040,21890,2458,6930,5862.5,129,2769,36095,4968.5,9670,56120,18520,1770,2570,23430,4360,5981.5,22960,162550,22135,30165,2706.5,20450,1545,10895.5,159.5,19790,3120,2001,7085,2775,35425,2595,320890,2625,74309.5,26965,20535,-51670,NA,NA,20960,1731,-13089,26909,88860,-12138,14458,11260,7134.5,6868,3187,6180,10822,2660,6490,58845,14159,3830,3833,3170,199720,67045,134625,2824.3025,7170,63380,2194.5,228570,-7446,21735.5,10510,7040,21890,2458,6930,-4427.5,-2329,2769,21456.5,4968.5,9670,56120,18520,1770,2570,23430,4360,5981.5,22960,105818.5
"867",1972-12-01,85780,227300,10755,56620,2112,11560,198.5,4310,4390,2665,16960,534.5,36445,4900,956985,3065.5,167780,29625,21000,10000,NA,181860,47250,2637,23286.5,39860,502570,18465,19295,14640,11382,6786,2895,11790,41560,5920,21240,76790,2653.5,6390,10703,3290,275110,114660,805250,5095.465,15570,67740,2613.5,509400,25160,35030,67450,20560,121900,1088,22380,12516,84,2850,86247,12412.5,24520,123220,29050,3290,3420,46630,6230,15982.5,12920,214900,29160,84900,10755,56620,2112,11560,198.5,4310,4390,2665,16960,534.5,36445,4900,956985,3065.5,126595,29625,21000,-47445,NA,NA,47250,2637,-16573.5,37223,380670,-15470,19295,14640,11382,6786,2895,11790,35640,5920,9450,76790,2653.5,6390,3917,3290,271820,114660,151320,5095.465,15570,67740,2613.5,213730,-12535,32416.5,45070,20560,121900,1088,22380,-7444,-1004,2850,49314.5,12412.5,24520,123220,29050,3290,3420,46630,6230,15982.5,12920,133137.5
"868",1973-01-01,196960,597000,11430,143280,2540,12298,439.5,40190,3670,2759,120220,7767,38045,5105,2086760,2781.5,298540,37685,21775,22260,NA,482250,98500,2460.5,47583,85910,618520,27495,30488,18440,35976.5,7008,3080,11640,73202,12400,39150,137710,46811,42480,11017,4720,388490,535350,1835500,15864.0975,19560,141500,2598,1029000,42260,45630,140900,37340,169100,11197,24650,22335,548,2940,139557,11839.5,23320,174680,30110,3040,3240,77190,6490,18750,10,390250,53680,256760,11430,143280,2540,12298,439.5,40190,3670,2759,120220,7767,38045,5105,2086760,2781.5,248557,37685,21775,-37560,NA,NA,98500,2460.5,-38327,83449.5,449420,-21433,30488,18440,35976.5,7008,3080,11640,60802,12400,27510,137710,46811,42480,4009,4720,383770,535350,527290,15864.0975,19560,141500,2598,603170,-6129,43032,116250,37340,169100,11197,24650,-895,-10649,2940,104397.5,11839.5,23320,174680,30110,3040,3240,77190,6490,18750,10,287810
"869",1973-02-01,142640,395100,6235,96960,6975,12213,3310,97630,1302,2746,102500,24090,38545,3965,1154015,2484,258580,32195,22265,17130,NA,310085,78100,2507.5,45913,97580,384660,31305,32212,19990,35298,6687,2579,11250,63983,13140,68505,153720,88420,26140,9848,3010,395920,338825,1662250,17408.405,11740,188500,2775.5,1038500,93720,52280,109650,45740,101600,105743,21040,13010,6737,2719,186063,7727,15030,166730,20325,2190,2850,49530,3270,8954,20750,293800,45680,155500,6235,96960,6975,12213,3310,97630,1302,2746,102500,24090,38545,3965,1154015,2484,214172,32195,22265,-43680,NA,NA,78100,2507.5,-51667,95072.5,283060,-20897,32212,19990,35298,6687,2579,11250,50843,13140,57255,153720,88420,26140,3161,3010,392910,338825,281530,17408.405,11740,188500,2775.5,596840,38694,49504.5,88610,45740,101600,105743,21040,-32,-99006,2719,163306,7727,15030,166730,20325,2190,2850,49530,3270,8954,20750,211296
"870",1973-03-01,129200,354800,10380,83970,11750,13027,2220,44710,3700,2640,87950,7155.5,38605,5520,1078995,3273.5,283820,34415,24245,24540,NA,326725,50750,4524,60665,127520,382410,45830,44952,30020,48781,6816,2734,14730,64507,13160,64025,136825,51880,12640,11064,3900,408310,166110,1250350,25189.49,14070,137500,3253.5,899300,76940,64490,120850,35570,102400,23125,24785,13920,2987,3234,173431,8835,17190,137980,27885,2740,3440,52440,3100,8016,4560,283250,45230,141630,10380,83970,11750,13027,2220,44710,3700,2640,87950,7155.5,38605,5520,1078995,3273.5,236378,34415,24245,-38310,NA,NA,50750,4524,-66855,122996,280010,-29142,44952,30020,48781,6816,2734,14730,51347,13160,49295,136825,51880,12640,4248,3900,404410,166110,76725,25189.49,14070,137500,3253.5,455420,9810,61236.5,96065,35570,102400,23125,24785,-3850,-20138,3234,147406,8835,17190,137980,27885,2740,3440,52440,3100,8016,4560,215134
"871",1973-04-01,134410,419300,38095,86845,9560,16414,778.5,13380,6820,11781,58070,2430,45695,17740,379605,10935,371140,49635,28360,24180,NA,355565,45040,18890,214929,216840,384810,88710,103856,76520,58326,8752,5472,59540,128259,14960,97005,83695,5460,2330,18489,6220,308890,41500,674300,26531.3475,30550,113700,9245,552900,183500,174720,195550,18230,130500,9205,49985,28960,1063,4997,259406,36527,72760,223630,70195,11090,16870,77450,13100,29930.5,13660,234150,47565,198045,38095,86845,9560,16414,778.5,13380,6820,11781,58070,2430,45695,17740,379605,10935,305091,49635,28360,-49875,NA,NA,45040,18890,-1911,197950,254310,-91666,103856,76520,58326,8752,5472,59540,113299,14960,37465,83695,5460,2330,9737,6220,302670,41500,-75995,26531.3475,30550,113700,9245,225780,-3001,165475,145565,18230,130500,9205,49985,-8410,-8142,4997,150119,36527,72760,223630,70195,11090,16870,77450,13100,29930.5,13660,100009.5
"872",1973-05-01,161960,636700,124355,123880,7070,15246,449,5810,15390,65823,45405,2040,43680,49655,144175,21610,420900,66695,25705,7940,NA,403920,119050,84135,537648,749640,421020,192900,282440,222100,148762,38173,40510,228200,283746,100100,247550,74055,841,856,18221,20770,274550,14665,683600,31111.5,55330,126800,48818.5,477900,358570,566770,282400,10200,157200,3480,148145,44775,481,26281,655184,159725,319180,341600,117560,28400,72000,137400,27300,56570,30050,286240,38080,350860,124355,123880,7070,15246,449,5810,15390,65823,45405,2040,43680,49655,144175,21610,338959,66695,25705,-61445,NA,NA,119050,84135,-211992,665505,263820,-311640,282440,222100,148762,38173,40510,228200,183646,100100,19350,74055,841,856,-19952,20770,253780,14665,4845,31111.5,55330,126800,48818.5,193150,-274023,517951.5,134255,10200,157200,3480,148145,-25945,-2999,26281,176279,159725,319180,341600,117560,28400,72000,137400,27300,56570,30050,34920
"873",1973-06-01,46325,198700,46180,32290,2810,11644,280.5,2330,9220,35281,10650,1825,40425,28310,38390,27795,128290,28970,23250,10,NA,155020,22220,52210,479569,547470,153020,186945,226510,211300,143134,54204,40421,134200,104962,63990,158500,51330,8725,354,23894,8700,195610,6920,528450,26807,20660,35760,67765,270600,249825,408930,129765,4610,53490,1440,96320,13095,155,31650,400351,123077.5,245890,104490,46825,12830,60110,45060,17260,25620,7210,102540,14035,120085,46180,32290,2810,11644,280.5,2330,9220,35281,10650,1825,40425,28310,38390,27795,87676,28970,23250,-63665,NA,NA,22220,52210,-67901,495260,99530,-250865,226510,211300,143134,54204,40421,134200,40972,63990,24300,51330,8725,354,-30310,8700,186910,6920,170760,26807,20660,35760,67765,70380,-194386,341165,33445,4610,53490,1440,96320,-16785,-1285,31650,31383.5,123077.5,245890,104490,46825,12830,60110,45060,17260,25620,7210,7390
"874",1973-07-01,19180,33800,4670.5,6690,667,10664.5,140.5,788.5,1012,3830,3400,1710,38705,6875,13925,15380,62220,29505,21065,0,NA,81730,5720,3985,292932.5,153500,79690,127415,91818,79400,70820.5,37266,16676,24460,11125,10000,77800,45115,12740,150,12445,7730,165270,7945,551700,22206.25,7250,16670,20080,236200,67835,116240,14601.5,2330,20030,609,28960,2840,26,19185,57348,15894,30840,28710,27095,3990,18670,15860,610,12376,2010,55050,12490,7930,4670.5,6690,667,10664.5,140.5,788.5,1012,3830,3400,1710,38705,6875,13925,15380,22050.5,29505,21065,-59770,NA,NA,5720,3985,139432.5,149515,59660,-43803,91818,79400,70820.5,37266,16676,24460,1125,10000,53340,45115,12740,150,-24821,7730,157540,7945,253715,22206.25,7250,16670,20080,68600,-52235,96160,-14358.5,2330,20030,609,28960,-5422,-583,19185,10614,15894,30840,28710,27095,3990,18670,15860,610,12376,2010,24194
"875",1973-08-01,19125,13000,2775,3225,839.5,10125.5,91,150,1865,1125,2595,2135,37180,4250,8410,11360,48410,26335,19640,100010,NA,66085,1710,1230,161595.5,49020,56020,71865,36893,31770,35072,20139,7507,11480,2821,1460,63550,41320,13350,47,10629,7560,168400,7675,497950,15622.5,3580,12610,6100.5,212800,26275,38030,3161.5,1500,10380,243,19820,930,15,10983,19710,4276,7640,4520,24185,2700,6910,11050,10,4696,1740,64450,15900,-9350,2775,3225,839.5,10125.5,91,150,1865,1125,2595,2135,37180,4250,8410,11360,11949.5,26335,19640,43190,NA,NA,1710,1230,112575.5,47790,45640,3202,36893,31770,35072,20139,7507,11480,1361,1460,52070,41320,13350,47,-9510,7560,160840,7675,231220,15622.5,3580,12610,6100.5,42900,-12880,31929.5,-16658.5,1500,10380,243,19820,-4515,-228,10983,7794,4276,7640,4520,24185,2700,6910,11050,10,4696,1740,46954
"876",1973-09-01,21420,14700,8296.5,3260,702,9761.5,79.5,137.5,3190,0,1765,2665,35980,2770,18285,7310,42010,23300,19315,10,NA,60820,1430,695,48187,14380,60430,35455,18808,15480,4660.5,9487,2285,2010,1041,1300,41220,39685,11510,64,9576,4355,152650,6095,432250,8973.5,3820,13350,1307.5,215700,10645,9710,2558.5,1310,14150,146,16580,1860,17,5616,5921,414.5,10,8920,23040,1860,3850,9600,10,2388,10,69300,18160,-9980,8296.5,3260,702,9761.5,79.5,137.5,3190,0,1765,2665,35980,2770,18285,7310,8948.5,23300,19315,-55285,NA,NA,1430,695,33807,13685,46280,1167,18808,15480,4660.5,9487,2285,2010,-259,1300,39210,39685,11510,64,89,4355,148295,6095,163515,8973.5,3820,13350,1307.5,61740,935,8402.5,-14021.5,1310,14150,146,16580,-5150,-129,5616,5496.5,414.5,10,8920,23040,1860,3850,9600,10,2388,10,57292
"877",1973-10-01,24905,30800,2105,5340,650,9689,91.5,539.5,1580,1088,3050,1300,35740,2570,120730,3560,89170,25275,19300,500,NA,82245,7160,1400,14508,21630,137260,24180,16759,14610,3287,8061,2175,2730,7067,1670,23055,47340,10160,521,10450,2010,188620,13085,442170,4677.8175,4090,44290,1395.5,311900,12910,11560,8160,3530,47230,174,13350,3310,41,4617,17349,555.5,780,43010,21620,1580,3240,11760,180,1323,10,81750,19565,555,2105,5340,650,9689,91.5,539.5,1580,1088,3050,1300,35740,2570,120730,3560,54206,25275,19300,-54540,NA,NA,7160,1400,-7122,20230,90030,-7189,16759,14610,3287,8061,2175,2730,5397,1670,20325,47340,10160,521,2389,2010,186610,13085,38640,4677.8175,4090,44290,1395.5,119750,262,10164.5,-5190,3530,47230,174,13350,-2360,-133,4617,16013.5,555.5,780,43010,21620,1580,3240,11760,180,1323,10,68477
"878",1973-11-01,141075,430300,29370,109730,1673.5,12271,211,6080,6660,1053,27940,1695,40290,10770,1285595,1666.5,474620,58825,19835,16190,NA,588220,90580,5175,30573,56830,1230460,23575,20432,16990,13753.5,8451,4652,30230,85206,12790,49455,284220,8630,24670,13358,2950,440700,326445,1936550,5213.5025,25100,361500,4042,1577300,45295,67440,61890,27900,354700,893,30690,22225,93,4326,171392,26744.5,53170,413450,41070,6610,11570,104600,13220,28765,25560,403000,31345,179495,29370,109730,1673.5,12271,211,6080,6660,1053,27940,1695,40290,10770,1285595,1666.5,403524,58825,19835,-43935,NA,NA,90580,5175,-26257,51655,875760,-13847,20432,16990,13753.5,8451,4652,30230,72416,12790,19225,284220,8630,24670,4907,2950,437750,326445,-286470,5213.5025,25100,361500,4042,1108700,-23198,63398,31200,27900,354700,893,30690,-9535,-800,4326,91477.5,26744.5,53170,413450,41070,6610,11570,104600,13220,28765,25560,230855
"879",1973-12-01,146675,348900,15220,105400,1257.5,13142.5,151.5,11670,5800,2012,70275,4576.5,40980,6845,2158710,5065,339660,41280,21260,19260,NA,369355,45510,4740,47658.5,61270,1501240,26685,25101,19190,16550,8272,3421,18690,68033,19120,54955,167700,13640,17190,12619,2990,475270,286680,2043780,7482.2075,22310,200710,3842,1183100,42010,57960,76370,41120,418500,1832,30450,21140,116,4029,136459,13824,27330,244890,26725,3900,6290,76030,6530,14840,9360,346500,41275,96825,15220,105400,1257.5,13142.5,151.5,11670,5800,2012,70275,4576.5,40980,6845,2158710,5065,285237.5,41280,21260,-42980,NA,NA,45510,4740,-13611.5,56530,1082740,-17606,25101,19190,16550,8272,3421,18690,48913,19120,36265,167700,13640,17190,4347,2990,472280,286680,492270,7482.2075,22310,200710,3842,666710,-17962,54118,45920,41120,418500,1832,30450,-6970,-1716,4029,95305,13824,27330,244890,26725,3900,6290,76030,6530,14840,9360,239740
"880",1974-01-01,261240,819400,32300,183020,4500,15787,1940,33500,6580,3143,111110,7995,45550,12455,2799310,4345,673500,69825,25110,40680,NA,995860,94650,5520,64056,117390,2404300,42895,45644,30160,36485.5,8589,4201,25270,105447,25190,90195,318600,104100,29190,12437,4370,929550,465560,3303025,14637.5625,35780,373800,4499.5,2099100,85025,82510,81515,77520,555600,26876,44670,34575,1443,4480,179857,27771,55140,537400,67680,7420,9020,142500,16710,27617.5,19390,584900,78220,375140,32300,183020,4500,15787,1940,33500,6580,3143,111110,7995,45550,12455,2799310,4345,587888,69825,25110,-29980,NA,NA,94650,5520,-53334,111870,1848700,-32909,45644,30160,36485.5,8589,4201,25270,80257,25190,64925,318600,104100,29190,3848,4370,925180,465560,511525,14637.5625,35780,373800,4499.5,1092030,-628,78010.5,36845,77520,555600,26876,44670,-7785,-25433,4480,96946,27771,55140,537400,67680,7420,9020,142500,16710,27617.5,19390,378682.5
"881",1974-02-01,87140,186900,11430,46045,1801,13368,318.5,5910,3930,2620,34720,1325,42490,5855,776335,6315,219270,31820,24015,9680,NA,233450,26850,2950,50524,56190,775980,37905,28108,20780,17916.5,6599,1879,14820,39745,18150,38555,90420,3402,8820,9702,2410,396050,118170,1143110,8214.8125,16840,93920,2538.5,695400,37970,44350,74360,59350,181500,4021,30070,12693.5,638,3394,68703,13328.5,26400,113740,29940,3180,4830,45000,3960,11220.5,4010,197750,41095,53715,11430,46045,1801,13368,318.5,5910,3930,2620,34720,1325,42490,5855,776335,6315,174082,31820,24015,-56825,NA,NA,26850,2950,-5666,53240,594480,-10983,28108,20780,17916.5,6599,1879,14820,21595,18150,23735,90420,3402,8820,3103,2410,393640,118170,263370,8214.8125,16840,93920,2538.5,240000,-9000,41811.5,44290,59350,181500,4021,30070,-8076.5,-3383,3394,28974.5,13328.5,26400,113740,29940,3180,4830,45000,3960,11220.5,4010,133559.5
"882",1974-03-01,261990,585300,30580,188040,4465,17140.5,1470,45960,3269.5,6219,130625,11260,48680,10850,2240780,9010,716740,76140,30615,46770,NA,844685,72110,9070,123616,168900,1392520,61755,68835,48220,47732,8575,3715,32910,117735,37450,93000,268925,47791.5,34210,13344,3480,777000,430985,2206725,18077.3775,32020,259100,5695.5,1777900,106880,123780,139870,62330,327300,12015,50450,40955,1687,4959,228524,19223,38160,307280,68430,5440,8140,148400,9230,32060,12720,540400,73950,135270,30580,188040,4465,17140.5,1470,45960,3269.5,6219,130625,11260,48680,10850,2240780,9010,623459.5,76140,30615,-32525,NA,NA,72110,9070,-45284,159830,1065220,-55300,68835,48220,47732,8575,3715,32910,80285,37450,60090,268925,47791.5,34210,4769,3480,773520,430985,-99200,18077.3775,32020,259100,5695.5,938570,-23119,118084.5,89420,62330,327300,12015,50450,5665.5,-10328,4959,171141,19223,38160,307280,68430,5440,8140,148400,9230,32060,12720,337990
"883",1974-04-01,211645,648700,46010,139505,2602.5,18470,468.5,25080,4940,12966,103865,10705,47355,16530,1185010,8610,562400,67315,32055,32460,NA,766615,72310,16870,217884,246550,1231220,80630,108097,69530,43908.5,9842,5050,57490,136421,40370,118455,179535,15410,13060,7857,4180,701820,227780,1969130,26990.1225,40340,172500,8643,1198400,146595,166900,142305,31680,293000,3606,65770,46420,551,6531,273856,32542,64780,274390,103040,12340,14350,120300,12030,22840,13270,476100,72140,297550,46010,139505,2602.5,18470,468.5,25080,4940,12966,103865,10705,47355,16530,1185010,8610,476615,67315,32055,-46950,NA,NA,72310,16870,-28666,229680,938220,-96997,108097,69530,43908.5,9842,5050,57490,96051,40370,60965,179535,15410,13060,-1985,4180,697640,227780,418695,26990.1225,40340,172500,8643,464900,-33271,158257,76535,31680,293000,3606,65770,1140,-3055,6531,176534,32542,64780,274390,103040,12340,14350,120300,12030,22840,13270,307660
"884",1974-05-01,183935,538700,119845,120415,1108.5,21138,287.5,7110,22320,61583,49895,1250,44840,46430,183160,15330,513380,89825,30505,11590,NA,453800,66550,72360,486120,620730,821520,120615,182153,154600,95676.5,31786,30693,198600,246346,106900,238750,102160,4810,1510,14728,24140,386020,52855,912275,26491.005,61720,143300,41167,666100,303280,357530,253650,12550,246300,1500,139615,47295,225,19090,560604,140507.5,280710,370620,136070,29390,55530,153900,37280,61350,28760,373650,63520,234350,119845,120415,1108.5,21138,287.5,7110,22320,61583,49895,1250,44840,46430,183160,15330,402417,89825,30505,-63755,NA,NA,66550,72360,-134610,548370,575220,-216138,182153,154600,95676.5,31786,30693,198600,139446,106900,40150,102160,4810,1510,-17058,24140,361880,52855,715,26491.005,61720,143300,41167,267530,-115833,316363,114035,12550,246300,1500,139615,-36745,-1275,19090,139386.5,140507.5,280710,370620,136070,29390,55530,153900,37280,61350,28760,92360
"885",1974-06-01,102135,467900,75270,58055,276,13902.5,138,3340,13000,31056,14745,1080,41365,38405,62380,25360,302400,65475,25920,10,NA,264225,36900,40640,498022,517090,575210,132265,166744,158900,106820.5,57273,44864,138700,146051,100400,184700,71095,8600,603,26231,12210,262290,7580,726475,24845.25,32820,74650,57345,413800,251745,527650,187650,6430,196600,564,115015,19810,86,26814,441592,152780,279910,251880,89800,16320,73450,98690,19280,55975,17950,263300,44080,307710,75270,58055,276,13902.5,138,3340,13000,31056,14745,1080,41365,38405,62380,25360,223022.5,65475,25920,-67275,NA,NA,36900,40640,-19068,476450,378610,-193379,166744,158900,106820.5,57273,44864,138700,45651,100400,46000,71095,8600,603,-31042,12210,250080,7580,166930,24845.25,32820,74650,57345,145080,-306961,470305,72635,6430,196600,564,115015,-26010,-478,26814,8902,152780,279910,251880,89800,16320,73450,98690,19280,55975,17950,71405
"886",1974-07-01,57620,163200,15965,23845,262,11735.5,82,1640,4670,4001,8610,2665,40515,12500,29830,20975,150240,42845,24625,10,NA,134135,13890,3930,279972,155620,194860,95040,68554,59750,66505,40143,22767,32890,37925,20450,88850,62205,12475,353,17294,7340,218500,6740,627835,21188.0075,13940,31560,22922,325600,85330,145750,53480,3170,62990,90,43850,22870,34,16875,122525,35550,66280,69210,52710,7210,32620,35730,5850,14205,7060,130450,33775,81735,15965,23845,262,11735.5,82,1640,4670,4001,8610,2665,40515,12500,29830,20975,95659.5,42845,24625,-65130,NA,NA,13890,3930,124352,151690,131870,-33264,68554,59750,66505,40143,22767,32890,17475,20450,55960,62205,12475,353,-22849,7340,211160,6740,208470,21188.0075,13940,31560,22922,103930,-64421,122828,9630,3170,62990,90,43850,4260,-56,16875,20695,35550,66280,69210,52710,7210,32620,35730,5850,14205,7060,67605
"887",1974-08-01,22855,33900,4508,5625,319,11010.5,60.5,541,560,256,2970,2505,40100,5290,11740,16145,94440,29960,24580,10,NA,75865,5580,1185,166370,57560,88850,74545,37579,30890,22860,22157,11148,12000,4177,16410,69500,52820,15165,191,10673,6140,197190,10170,585180,13769.255,6100,20500,7621.5,277100,33675,45010,9951,1920,21890,46,25490,1870,8,11601,28530,5766,10560,16580,27465,4040,11840,15570,10,7422,960,95950,17230,5420,4508,5625,319,11010.5,60.5,541,560,256,2970,2505,40100,5290,11740,16145,53469.5,29960,24580,-64670,NA,NA,5580,1185,108810,56375,66960,6076,37579,30890,22860,22157,11148,12000,-12233,16410,57500,52820,15165,191,-11484,6140,191050,10170,234760,13769.255,6100,20500,7621.5,77990,-11591,37388.5,-15539,1920,21890,46,25490,-4790,-38,11601,12204,5766,10560,16580,27465,4040,11840,15570,10,7422,960,71988
"888",1974-09-01,22490,17900,1608.5,3105,392,10406,39.5,318,316.5,0,1510,2535,35565,3060,6925,9465,65080,25370,19005,10,NA,56705,3110,595,59047,16170,60240,46595,20357,14490,4077.5,11504,3109,2510,8149,9360,45710,47175,14820,174,9130,6810,176710,10715,505660,5795.75,4810,15820,2235,270600,12630,14610,3552.5,1570,12360,80,14795,1020,7,6210,9509,451.5,10,5310,21195,2390,4830,10570,10,10892.5,10,21330,19385,-7695,1608.5,3105,392,10406,39.5,318,316.5,0,1510,2535,35565,3060,6925,9465,29304,25370,19005,-54560,NA,NA,3110,595,42877,15575,47880,11748,20357,14490,4077.5,11504,3109,2510,-1211,9360,43200,47175,14820,174,-2374,6810,169900,10715,172065,5795.75,4810,15820,2235,92320,-1980,12375,-11242.5,1570,12360,80,14795,-4106.5,-73,6210,9047.5,451.5,10,5310,21195,2390,4830,10570,10,10892.5,10,-152.5
"889",1974-10-01,29200,26890,1115,3945,722,10215.5,69.5,571.5,7540,0,2280,2055,34595,2420,9180,4020,73870,25035,18985,10,NA,75385,1540,585,21414.5,15929,54810,38150,19113,14630,2477,8902,2513,1880,3953,1510,21810,47840,16960,184,22454.5,2580,185270,11070,446450,3811.5025,1000,17470,981.5,270130,11705,11710,23025,3840,11160,138,17705,2785,18,5274,14696,558,780,10,17275,1370,3180,10440,10,4174,230,23130,25255,-6255,1115,3945,722,10215.5,69.5,571.5,7540,0,2280,2055,34595,2420,9180,4020,38619.5,25035,18985,-53570,NA,NA,1540,585,5485.5,15344,43650,4407,19113,14630,2477,8902,2513,1880,2443,1510,19930,47840,16960,184,13552.5,2580,182690,11070,111010,3811.5025,1000,17470,981.5,81020,-5,10728.5,5320,3840,11160,138,17705,-5755,-120,5274,13358,558,780,10,17275,1370,3180,10440,10,4174,230,8276
"890",1974-11-01,30695,30230,1355,5285,851.5,10287,81,1170,8545,0,3985,925,34445,2655,36590,3135,77600,23920,18940,2210,NA,86700,8040,910,10974,18557,65920,28515,17647,14750,3307,7373,2060,2520,5642,1820,22805,47655,2830,229,20001.5,2440,202720,10050,501410,4347.98,3210,24310,1096,299470,9920,14730,20060,6400,16330,119,14985,2769.5,39,4383,12097,657,990,16280,23770,1520,2860,11190,210,2941.5,10,68785,25410,-5750,1355,5285,851.5,10287,81,1170,8545,0,3985,925,34445,2655,36590,3135,43393,23920,18940,-51175,NA,NA,8040,910,-7583,17647,49590,-3882,17647,14750,3307,7373,2060,2520,3822,1820,20285,47655,2830,229,12628.5,2440,200280,10050,129975,4347.98,3210,24310,1096,90350,-4810,13634,5075,6400,16330,119,14985,-8985.5,-80,4383,10450,657,990,16280,23770,1520,2860,11190,210,2941.5,10,54433.5
"891",1974-12-01,18145,46350,2101,9615,1877.5,10410.5,207.5,9580,658.5,981,6300,795,35035,2780,295515,2770,91380,25875,19320,4220,NA,103095,11740,1540,20692,27239,205270,23370,20573,14850,6966,7521,2317,4270,10225,2500,25650,53660,15480,1000,18169,2210,216230,34400,577700,5417.835,2100,37760,1378,358140,17310,20140,19965,16400,44120,7046,12170,2318,351,4124,35351,4751.5,9160,38880,20350,1450,2590,12410,770,1679,2100,136915,8530,18590,2101,9615,1877.5,10410.5,207.5,9580,658.5,981,6300,795,35035,2780,295515,2770,55094.5,25875,19320,-50135,NA,NA,11740,1540,-6547,25699,161150,-12053,20573,14850,6966,7521,2317,4270,7725,2500,21380,53660,15480,1000,10648,2210,214020,34400,128140,5417.835,2100,37760,1378,125510,-3811,18762,7795,16400,44120,7046,12170,-440.5,-6695,4124,21439.5,4751.5,9160,38880,20350,1450,2590,12410,770,1679,2100,119956
